reputation,up_votes,down_votes,num_badges,contributing_score,EFF_CLASS_NUM
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,-0.25,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,-0.25,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,-0.11,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,-0.2,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,4,-0.25,1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,-0.25,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,3,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,3,-0.5,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,3,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,-0.75,-1
1,0,0,1,0.0,-1
1,0,0,1,-0.5,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,4,-0.5,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,3,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,-0.25,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,-0.5,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,-0.5,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
